"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"buy_sell_price";"gross_profitability"
"Alquiler de Piso en avenida Gran Via, 6";"Playa del Esparto-Veneziola";575;1;1;0;"Ultimos_pisos";2;70;"Segunda mano/buen estado";0;1;0;0;1;0;"playa del esparto-veneziola";NA;159252;4.33275563258232
"Alquiler de Piso en San Nicolás";"san nicolás";750;1;1;0;"Intermedios";1;50;"Segunda mano/buen estado";1;1;1;0;1;1;"san nicolas";NA;128474;7.00530846708283
"Alquiler de Piso en Antoñete Galvez, 12";"La Fama";1000;1;1;0;"Intermedios";4;130;"Segunda mano/buen estado";1;0;0;0;0;1;"la fama";NA;123273;9.73449173785014
"Alquiler de Piso en calle Apóstoles, 4";"Catedral";1350;1;2;0;"Intermedios";4;200;"Segunda mano/buen estado";1;0;1;0;1;1;"catedral";NA;235240;6.88658391430029
"Alquiler de Piso en avenida Romería de la Virgen del Carmen, 171";"San Pedro del Pinatar";550;1;1;0;"Intermedios";2;70;"Segunda mano/buen estado";1;0;1;0;0;1;"san pedro del pinatar";"San Pedro del Pinatar";109605;6.0216231011359
"Alquiler de Piso en El Carmen";"el carmen";900;1;2;0;"Intermedios";3;108;"Segunda mano/buen estado";1;0;1;0;1;1;"el carmen";NA;196247;5.50326883977844
"Alquiler de Piso en calle Pasos de Santiago, 4";"San Miguel";750;1;2;0;"Intermedios";2;75;"Segunda mano/buen estado";1;0;0;0;1;1;"san miguel";NA;166779;5.39636285143813
"Alquiler de Piso en San Nicolás";"san nicolás";700;1;1;0;"Bajo";2;90;"Segunda mano/buen estado";0;0;1;0;1;1;"san nicolas";NA;96256;8.72672872340426
"Alquiler de Piso en San Pedro";"san pedro";800;1;1;0;"Intermedios";3;73;"Segunda mano/buen estado";0;1;1;0;1;0;"san pedro";NA;106508;9.01340744357231
"Alquiler de Piso en calle Félix Rodríguez de la Fuente";"La Ñora";500;0;1;0;"Primero";1;70;"Segunda mano/buen estado";0;1;0;0;1;0;"la nora";NA;95895;6.25684342249335
"Alquiler de Chalet adosado en calle Himilce, 128";"Playa Honda-Playa Paraíso";1000;0;2;0;"Muchas_plantas";3;110;"Segunda mano/buen estado";1;1;1;1;1;1;"playa honda-playa paraiso";NA;216950;5.53122839363909
"Alquiler de Piso en Casco Antiguo";"casco antiguo";700;0;1;0;"Primero";3;85;"Segunda mano/buen estado";1;0;0;0;1;1;"casco antiguo";NA;124455;6.74942750391708
"Alquiler de Piso en calle Corredera";"Javalí Viejo";750;0;2;0;"Bajo";3;101;"Segunda mano/buen estado";0;0;0;0;1;0;"javali viejo";NA;130011;6.92249117382375
"Alquiler de Piso en Casco Antiguo";"casco antiguo";750;1;1;0;"Intermedios";1;72;"Segunda mano/buen estado";1;0;0;0;1;1;"casco antiguo";NA;106850;8.4230229293402
"Alquiler de Piso en Casco Antiguo";"casco antiguo";1000;1;2;0;"Primero";4;140;"Segunda mano/buen estado";1;0;0;0;0;0;"casco antiguo";NA;184282;6.51175915173484
"Alquiler de Piso en Guadalupe";"guadalupe";600;0;1;0;"Primero";3;95;"Segunda mano/buen estado";1;0;0;0;0;1;"guadalupe";NA;115900;6.21225194132873
"Alquiler de Piso en San Andrés-San Antolín";"san andrés-san antolín";750;1;1;0;"Intermedios";3;93;"Segunda mano/buen estado";0;0;0;0;1;0;"san andres-san antolin";NA;84078;10.7043459644616
"Alquiler de Ático en bulevar de los Naranjos, 22";"Alhama de Murcia";550;1;1;0;"Intermedios";2;75;"Segunda mano/buen estado";1;1;0;1;0;1;"alhama de murcia";"Alhama de Murcia";97647;6.75904021628929
"Alquiler de Piso en calle Hinojo, 1";"Villanueva del Rio Segura";500;1;2;1;"Bajo";2;102;"Segunda mano/buen estado";1;1;0;1;0;1;"villanueva del rio segura";"Villanueva del Río Segura";153038;3.92059488493054
"Alquiler de Piso en calle Lope de Rueda, 6";"San Ginés-Virgen de la Caridad";890;1;1;0;"Ultimos_pisos";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"san gines-virgen de la caridad";NA;140384;7.60770458171871
"Alquiler de Estudio en calle Esplendida, 1";"La Ñora";450;1;1;1;"Intermedios";0;25;"Segunda mano/buen estado";1;0;0;0;1;1;"la nora";NA;84495;6.39091070477543
"Alquiler de Piso en calle Padre Juan, 5";"Santiago de la Ribera";450;0;1;0;"Primero";3;75;"Segunda mano/buen estado";1;1;0;0;0;0;"santiago de la ribera";NA;112242;4.81103330304164
"Alquiler de Piso en calle del Codo, 4";"Hornillo";550;1;1;0;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;1;1;0;0;0;"hornillo";NA;188159;3.5076717031872
"Alquiler de Piso en C. Papa Juan Pablo, 10";"Centro";450;1;2;0;"Intermedios";2;80;"Segunda mano/buen estado";0;0;0;0;0;0;"centro";NA;121220;4.45471044382115
"Alquiler de Piso en Santa Eulalia";"santa eulalia";1100;1;2;1;"Ultimos_pisos";3;102;"Segunda mano/buen estado";0;1;1;0;0;1;"santa eulalia";NA;242860;5.43523017376266
"Alquiler de Ático en calle los Naranjos s/n";"Condado de Alhama";850;0;2;0;"Primero";2;60;"Segunda mano/buen estado";1;1;1;1;0;1;"condado de alhama";NA;171344;5.95293678214586
"Alquiler de Piso en puerta Nueva, 18";"La Fama";1000;1;2;0;"Primero";2;88;"Segunda mano/buen estado";1;0;1;1;0;1;"la fama";NA;169736;7.0698025168497
"Alquiler de Piso en calle Mayor, 260";"Alcantarilla";550;1;2;0;"Intermedios";3;120;"Segunda mano/buen estado";0;0;1;1;0;0;"alcantarilla";"Alcantarilla";137601;4.79647676979092
"Alquiler de Piso en calle Tierno Galván";"Casco Antiguo";800;1;2;0;"Intermedios";4;125;"Segunda mano/buen estado";1;0;1;0;1;0;"casco antiguo";NA;193170;4.96971579437801
"Alquiler de Piso en camino de Mayrena, 46";"Caravaca de la Cruz";400;0;1;0;"Primero";2;79;"Segunda mano/buen estado";1;0;0;0;1;0;"caravaca de la cruz";"Caravaca de la Cruz";108358;4.42976060835379
"Alquiler de Piso en calle Papa Juan Pablo II, 18";"Las Delicias";650;1;2;1;"Ultimos_pisos";2;76;"Segunda mano/buen estado";1;0;1;1;0;0;"las delicias";NA;209742;3.71885459278542
"Alquiler de Piso en calle Nueva de San Antón, 2";"San Antón";780;1;1;1;"Intermedios";2;74;"Segunda mano/buen estado";1;0;1;0;0;1;"san anton";NA;109699;8.53243876425492
"Alquiler de Piso en calle plateria, 48 , Edificio Medina";"Catedral";850;1;1;0;"Intermedios";1;82;"Segunda mano/buen estado";1;0;0;0;1;1;"catedral";NA;110885;9.19871939396672
"Alquiler de Casa o chalet independiente en calle Juan Ramón Jiménez, 1";"Santiago de la Ribera";475;0;1;0;"Muchas_plantas";2;45;"Segunda mano/buen estado";1;1;0;0;1;0;"santiago de la ribera";NA;121827;4.67876579083454
"Alquiler de Casa o chalet independiente en Alcantarilla";"alcantarilla";750;0;2;1;"Muchas_plantas";2;90;"Segunda mano/buen estado";1;0;0;0;1;1;"alcantarilla";"Alcantarilla";190900;4.71451021477213
"Alquiler de Estudio en avenida Juan Carlos I, 1";"Santa María de Gracia";550;1;1;0;"Intermedios";0;40;"Segunda mano/buen estado";1;0;1;0;1;1;"santa maria de gracia";NA;106350;6.20592383638928
"Alquiler de Piso en calle Salvador Dali";"Fortuna";440;1;1;0;"Bajo";2;70;"Segunda mano/buen estado";1;0;0;1;0;0;"fortuna";"Fortuna";56774;9.30003170465354
"Alquiler de Estudio en Lugar de Matalentisco ,39, 39";"Las Lomas-Las Yucas";450;0;1;0;"Bajo";0;44;"Segunda mano/buen estado";1;1;0;1;1;1;"las lomas-las yucas";NA;79846;6.76301881121158
"Alquiler de Piso en calle Don Matías, 5";"Casco Antiguo";690;1;2;0;"Primero";3;90;"Segunda mano/buen estado";1;1;0;0;0;0;"casco antiguo";NA;178455;4.63982516600824
"Alquiler de Piso en calle Pintor Sobejano, 17";"San Andrés-San Antolín";500;1;1;0;"Intermedios";1;50;"Segunda mano/para reformar";1;0;1;0;1;1;"san andres-san antolin";NA;87582;6.85072275125026
"Alquiler de Piso en calle Doctor Luis Prieto, 13";"Centro";370;1;1;0;"Intermedios";2;90;"Segunda mano/buen estado";0;0;1;0;1;0;"centro";NA;95280;4.65994962216625
"Alquiler de Casa o chalet independiente en Mayor s/n";"Torreagüera";450;0;1;0;"Muchas_plantas";1;40;"Segunda mano/buen estado";0;0;0;0;0;0;"torreaguera";NA;65951;8.18789707510121
"Alquiler de Piso en avenida de la Fama, 58";"La Paz";850;1;2;1;"Primero";3;90;"Segunda mano/buen estado";1;0;1;1;1;1;"la paz";NA;183483;5.55909811808178
"Alquiler de Piso en Espinardo";"espinardo";650;1;2;0;"Primero";2;78;"Segunda mano/buen estado";1;0;0;1;1;0;"espinardo";NA;152203;5.12473472927603
"Alquiler de Piso en calle Marqués de Ordoño, 71";"El Carmen";750;0;1;0;"Primero";3;120;"Segunda mano/buen estado";1;0;0;0;0;0;"el carmen";NA;114181;7.88222208598628
"Alquiler de Piso en avenida Mar Menor, 14";"Islas Menores-Mar de Cristal";600;1;1;0;"Ultimos_pisos";1;70;"Segunda mano/buen estado";0;1;1;0;0;0;"islas menores-mar de cristal";NA;159074;4.52619535562065
"Alquiler de Chalet adosado en calle Magón, 36";"Playa Honda-Playa Paraíso";550;0;2;0;"Muchas_plantas";2;75;"Segunda mano/buen estado";1;1;1;1;0;1;"playa honda-playa paraiso";NA;188367;3.50379843603179
"Alquiler de Chalet adosado en calle los Madrazos, 1";"Islas Menores-Mar de Cristal";700;0;2;0;"Muchas_plantas";4;100;"Segunda mano/buen estado";1;1;0;1;1;1;"islas menores-mar de cristal";NA;200502;4.18948439417063
"Alquiler de Piso en calle Julián Calvo, 6";"San Pedro";700;1;1;0;"Intermedios";3;90;"Segunda mano/buen estado";1;0;1;1;0;0;"san pedro";NA;91827;9.14763631611618
"Alquiler de Piso en calle Palas, 4";"Casco Antiguo";950;1;2;1;"Intermedios";4;180;"Segunda mano/buen estado";1;0;1;1;1;1;"casco antiguo";NA;209737;5.43537859319052
"Alquiler de Piso en calle Falcón, 4";"Santiago de la Ribera";650;1;2;0;"Intermedios";3;112;"Segunda mano/buen estado";1;1;1;0;0;1;"santiago de la ribera";NA;201489;3.87117907181037
"Alquiler de Piso en calle Rio Pigüeña, 2";"Los Narejos-Punta Calera";450;1;2;0;"Primero";2;90;"Segunda mano/buen estado";1;1;1;1;0;0;"los narejos-punta calera";NA;174955;3.08650795918951
"Alquiler de Piso en avenida gran vía de la manga, 106";"Playa del Galán";820;1;1;0;"Ultimos_pisos";1;60;"Segunda mano/buen estado";1;1;0;1;1;1;"playa del galan";NA;172421;5.70696144901143
"Alquiler de Piso en calle Inmaculada, 15";"Centro";525;1;2;0;"Intermedios";3;121;"Segunda mano/buen estado";1;0;1;0;1;1;"centro";NA;201493;3.12665948693007
"Alquiler de Piso en avenida de los planetas, 2";"Los Alcázares";550;1;1;0;"Primero";2;75;"Segunda mano/buen estado";1;0;1;1;0;1;"los alcazares";"Los Alcázares";107643;6.13137872411583
"Alquiler de Piso en Subida San Diego, 8";"Casco Antiguo";600;1;2;0;"Intermedios";4;100;"Segunda mano/buen estado";0;0;1;0;0;0;"casco antiguo";NA;147313;4.88755235451046
"Alquiler de Estudio en calle Ángeles, 2";"La Ñora";550;0;1;0;"Bajo";0;60;"Segunda mano/buen estado";0;1;0;0;0;1;"la nora";NA;66444;9.93317681054723
"Alquiler de Chalet pareado en paseo Manzanares, 5";"Los Alcázares";900;0;1;0;"Primero";3;100;"Segunda mano/buen estado";1;1;0;0;1;1;"los alcazares";"Los Alcázares";146726;7.36065864264002
"Alquiler de Casa o chalet independiente en calle Tintero, 2";"Cabo de Palos";500;0;1;0;"Primero";1;50;"Segunda mano/buen estado";0;0;0;0;0;1;"cabo de palos";NA;70823;8.47182412493117
"Alquiler de Casa de pueblo en calle Ingres, 12";"Islas Menores-Mar de Cristal";900;0;2;1;"Muchas_plantas";3;105;"Segunda mano/buen estado";1;1;0;1;1;1;"islas menores-mar de cristal";NA;199129;5.42361986450994
"Alquiler de Casa o chalet independiente en carretera Martínez Puerto, 9";"Corvera";600;0;3;0;"Muchas_plantas";3;120;"Segunda mano/buen estado";0;1;0;0;0;0;"corvera";NA;231886;3.10497399584278
"Alquiler de Piso en avenida de María del Castillo, 28";"Puerto";500;1;1;0;"Primero";2;90;"Segunda mano/buen estado";0;0;1;0;0;0;"puerto";NA;94621;6.341087073694
"Alquiler de Ático en calle Dársena, 2 D";"Roda";1000;1;2;0;"Primero";2;95;"Segunda mano/buen estado";1;1;1;1;0;1;"roda";NA;188779;6.35663924483126
"Alquiler de Piso en avenida de América, 6";"San Ginés-Virgen de la Caridad";1200;1;2;0;"Intermedios";4;120;"Segunda mano/buen estado";1;0;0;0;1;1;"san gines-virgen de la caridad";NA;188677;7.63209082188078
"Alquiler de Piso en Santa María de Gracia";"santa maría de gracia";1150;1;2;0;"Primero";3;120;"Segunda mano/buen estado";1;0;0;0;1;1;"santa maria de gracia";NA;198738;6.94381547565136
"Alquiler de Piso en calle Pio XII, 1";"Librilla";590;1;2;0;"Intermedios";2;80;"Segunda mano/buen estado";1;0;0;1;1;1;"librilla";"Librilla";152884;4.63096203657675
"Alquiler de Piso en calle Rihuete, 19";"Puerto";1100;1;2;1;"Intermedios";2;90;"Segunda mano/buen estado";1;1;1;0;1;1;"puerto";NA;201811;6.54077329778853
"Alquiler de Piso en calle Sierra de la Pila, 48";"Bahía";500;1;1;0;"Intermedios";2;96;"Segunda mano/buen estado";1;1;1;1;1;1;"bahia";NA;132993;4.51151564368049
"Alquiler de Piso en calle Tarragona, 1";"Centro";750;1;1;0;"Primero";2;66;"Segunda mano/buen estado";1;0;1;0;0;1;"centro";NA;119923;7.50481559000359
"Alquiler de Estudio en calle de la Gloria, 14";"San Juan";700;0;1;0;"Bajo";0;50;"Segunda mano/buen estado";1;0;0;0;0;1;"san juan";NA;69370;12.108980827447
"Alquiler de Piso en calle Dunas de Cope, 68";"Los Collados-Los Geráneos";700;0;2;0;"Primero";2;75;"Segunda mano/buen estado";1;1;0;1;1;0;"los collados-los geraneos";NA;163898;5.12513880584266
"Alquiler de Piso en avenida Virgen de Loreto, 22";"Santiago de la Ribera";460;0;1;0;"Primero";2;90;"Segunda mano/buen estado";1;1;1;0;1;1;"santiago de la ribera";NA;155104;3.55890241386425
"Alquiler de Piso en avenida Romería de San Blas, 80";"Santiago de la Ribera";875;0;2;0;"Bajo";2;150;"Segunda mano/buen estado";1;1;0;1;1;1;"santiago de la ribera";NA;183205;5.73128462651129
"Alquiler de Piso en calle Santo Tomás, 4";"Los Alcázares";500;1;1;1;"Intermedios";1;50;"Segunda mano/buen estado";1;1;0;1;0;0;"los alcazares";"Los Alcázares";72362;8.29164478593737
"Alquiler de Piso en plaza Puerto Bello, 2 Km";"Entremares";1600;0;1;0;"Bajo";2;60;"Segunda mano/buen estado";1;1;0;0;1;1;"puerto";NA;105954;18.121071408347
"Alquiler de Piso en plaza Santa Eulalia, 17";"Santa Eulalia";850;1;1;0;"Intermedios";2;78;"Segunda mano/buen estado";1;0;1;0;0;1;"santa eulalia";NA;112833;9.03990853739597
"Alquiler de Piso en calle hilario garcía lázaro, 26";"Las Delicias";600;1;1;0;"Intermedios";1;68;"Segunda mano/buen estado";1;1;0;1;1;1;"las delicias";NA;105542;6.82192871084497
"Alquiler de Piso en maestro Gabriel pardo zapata, 4";"Santiago de la Ribera";500;0;1;0;"Intermedios";1;56;"Segunda mano/buen estado";1;1;0;1;0;1;"santiago de la ribera";NA;84798;7.07563857638152
"Alquiler de Chalet adosado en avenida Virgen de Loreto, 243";"Santiago de la Ribera";1100;0;1;0;"Muchas_plantas";6;120;"Segunda mano/buen estado";1;1;0;1;0;1;"santiago de la ribera";NA;142874;9.23890980864258
"Alquiler de Piso en calle camelias, 4";"Santiago de la Ribera";650;0;1;1;"Primero";3;79;"Segunda mano/buen estado";1;1;1;0;1;1;"santiago de la ribera";NA;151014;5.16508403194406
"Alquiler de Piso en San Juan";"san juan";1100;1;2;0;"Primero";4;120;"Segunda mano/buen estado";1;0;0;0;0;0;"san juan";NA;176211;7.49101928937467
"Alquiler de Piso en calle Gerona, 1";"Yecla";500;1;2;1;"Intermedios";3;100;"Segunda mano/buen estado";0;1;1;1;1;0;"yecla";"Yecla";156819;3.82606699443307
"Alquiler de Ático en Gran Vía de la Manga s/n";"Playa del Galán";1300;1;1;1;"Ultimos_pisos";2;90;"Segunda mano/buen estado";0;1;0;1;0;1;"playa del galan";NA;149106;10.4623556396121
"Alquiler de Piso en avenida Marqués de Espinardo, 22";"Espinardo";850;1;2;1;"Intermedios";3;118;"Segunda mano/buen estado";1;0;0;1;0;1;"espinardo";NA;155977;6.53942568455606
"Alquiler de Piso en calle gibraltar, 1";"Lo Pagán";1000;0;1;0;"Intermedios";2;72;"Segunda mano/buen estado";1;1;0;1;0;0;"lo pagan";NA;81317;14.7570618689819
"Alquiler de Piso en El Carmen";"el carmen";750;1;1;1;"Intermedios";1;65;"Segunda mano/buen estado";1;0;0;1;1;0;"el carmen";NA;74787;12.0341770628585
"Alquiler de Ático en calle Séneca, 3";"Cehegin";500;1;2;1;"Primero";0;80;"Segunda mano/buen estado";1;1;1;1;0;0;"cehegin";"Cehegín";165659;3.62189799527946
"Alquiler de Dúplex en calle Agustín Tárraga Ortega, 8";"Puerto Lumbreras";620;0;2;1;"Primero";4;140;"Segunda mano/buen estado";0;1;1;0;0;0;"puerto lumbreras";"Puerto Lumbreras";186770;3.98350912887509
"Alquiler de Chalet pareado en avenida Cabo Cope, 3";"El Alamillo";1100;0;3;0;"Muchas_plantas";3;160;"Segunda mano/buen estado";1;1;1;0;0;1;"el alamillo";NA;297295;4.44003430935603
"Alquiler de Casa o chalet independiente en calle Pablo Iglesias, 16";"La Ñora";900;0;1;0;"Muchas_plantas";3;100;"Segunda mano/buen estado";1;0;0;1;0;1;"la nora";NA;112976;9.55955247132134
"Alquiler de Piso en Gran Vía de la Manga, 5 Km";"Playa del Galán";500;1;1;0;"Ultimos_pisos";1;50;"Segunda mano/buen estado";1;1;0;0;0;0;"playa del galan";NA;159901;3.75232174908224
"Alquiler de Piso en plaza del Tono, 3";"Puerto";400;0;1;0;"Intermedios";2;74;"Segunda mano/buen estado";1;0;1;0;0;1;"puerto";NA;107907;4.44827490338903
"Alquiler de Ático en Urbanización Cabo Romano, San Javier s/n";"Entremares";650;1;1;0;"Intermedios";2;140;"Segunda mano/buen estado";1;1;1;0;1;0;"san javier";"San Javier";154853;5.03703512363338
"Alquiler de Piso en calle Escultor Roque López, 2";"San Miguel";1100;1;2;0;"Ultimos_pisos";4;200;"Segunda mano/buen estado";0;0;1;0;0;0;"san miguel";NA;257770;5.12084416340148
"Alquiler de Chalet adosado en calle la Kabyla, 1";"Calabardina-Cope";1500;0;2;0;"Muchas_plantas";3;150;"Segunda mano/buen estado";1;1;1;1;1;0;"calabardina-cope";NA;221284;8.13434319697764
"Alquiler de Piso en calle Trafalgar, 29";"Lo Pagán";800;0;2;0;"Primero";2;76;"Segunda mano/buen estado";1;1;1;1;1;0;"lo pagan";NA;178584;5.37562155624244
"Alquiler de Piso en puerta de Orihuela, 3";"La Fama";950;1;2;0;"Intermedios";3;125;"Segunda mano/buen estado";1;1;0;1;1;1;"la fama";NA;189130;6.02760006344842
"Alquiler de Piso en calle Isla Cunillera, 6";"Islas Menores-Mar de Cristal";650;0;1;0;"Bajo";3;110;"Segunda mano/buen estado";1;1;0;1;1;0;"islas menores-mar de cristal";NA;100281;7.77814341699823
"Alquiler de Piso en calle Aire, 145";"Las Delicias";550;1;2;0;"Ultimos_pisos";2;110;"Segunda mano/buen estado";1;0;1;1;1;0;"las delicias";NA;237572;2.7781051639082
"Alquiler de Casa o chalet independiente en calle Villalar, 8";"La Unión";600;0;1;0;"Primero";3;150;"Segunda mano/buen estado";1;0;0;0;0;0;"la union";"La Unión";126286;5.70134456709374
"Alquiler de Piso en plaza Bandera Paracaidista Ortiz de Zarate, 47";"Juan de Borbón";595;1;1;1;"Ultimos_pisos";1;35;"Segunda mano/buen estado";1;1;1;1;0;1;"juan de borbon";NA;162505;4.39371096273961
"Alquiler de Piso en avenida Juan Carlos I, 12";"Centro";500;1;2;0;"Ultimos_pisos";3;100;"Segunda mano/buen estado";1;1;1;0;0;1;"centro";NA;266754;2.24926336624755
"Alquiler de Piso en calle Nicaragua, 1";"El Carmen";800;1;1;0;"Primero";3;105;"Segunda mano/buen estado";1;1;1;0;1;1;"el carmen";NA;166338;5.77138116365473
"Alquiler de Piso en calle Fuensanta, 45";"Centro";600;1;2;0;"Intermedios";3;90;"Segunda mano/buen estado";1;0;1;1;1;1;"centro";NA;173072;4.16011833225478
"Alquiler de Piso en calle del Tranco, 46";"La Hoya-Almendricos-Purias";680;1;2;0;"Intermedios";3;110;"Segunda mano/buen estado";1;0;1;1;1;1;"la hoya-almendricos-purias";NA;181142;4.50475317706551
"Alquiler de Piso en calle Aire, 1";"Bahía";1000;1;2;0;"Intermedios";2;70;"Segunda mano/buen estado";0;0;1;1;0;0;"bahia";NA;115555;10.3846653108909
"Alquiler de Piso en ronda de Ferrol, 11";"Ensanche";700;0;1;0;"Intermedios";3;84;"Segunda mano/buen estado";1;0;0;0;0;0;"ensanche";NA;87723;9.5755959098526
"Alquiler de Dúplex en calle Juan Jiménez Crouseilles, 9";"Centro";1000;0;2;0;"Intermedios";3;130;"Segunda mano/buen estado";1;1;1;0;0;0;"centro";NA;193633;6.19729075106
"Alquiler de Piso en Urbanización Eurovosa II, 1";"Playa del Galán";500;1;1;0;"Ultimos_pisos";2;77;"Segunda mano/buen estado";1;1;0;0;0;1;"playa del galan";NA;184472;3.25252612862657
"Alquiler de Piso en calle de la Vía, 13";"Centro";1500;1;2;0;"Primero";3;135;"Segunda mano/buen estado";1;1;0;0;0;1;"centro";NA;208419;8.63644869229773
"Alquiler de Dúplex en calle poligono g, 9";"Playa del Esparto-Veneziola";800;1;2;0;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;0;1;1;1;1;"playa del esparto-veneziola";NA;237274;4.04595530905198
"Alquiler de Piso en calle Santiago Ramón y Cajal, 6";"Alameda";1500;1;3;0;"Intermedios";4;200;"Segunda mano/buen estado";1;1;0;1;1;1;"alameda";NA;278111;6.47223590580739
"Alquiler de Dúplex en calle Antonio Hellín, 4";"Puerto";650;0;2;1;"Intermedios";3;120;"Segunda mano/buen estado";1;0;1;0;0;1;"puerto";NA;183666;4.24683937146777
"Alquiler de Piso en calle Juan Goytisolo, 18";"Hornillo";600;1;1;0;"Bajo";2;65;"Segunda mano/buen estado";1;0;1;1;0;0;"hornillo";NA;69039;10.4288880198149
"Alquiler de Piso en urbanización playa príncipe, 3";"Playa de las Gaviotas-El Pedrucho";750;1;2;0;"Intermedios";2;70;"Segunda mano/buen estado";1;1;1;0;1;1;"playa de las gaviotas-el pedrucho";NA;195262;4.60919175261956
"Alquiler de Piso en calle Diamante, 20";"Baños y Mendigo";980;1;2;0;"Bajo";2;120;"Segunda mano/buen estado";1;1;0;0;0;1;"banos y mendigo";NA;177734;6.6166293449762
"Alquiler de Piso en calle Reyes Católicos, 1";"Cieza";550;1;2;0;"Primero";3;120;"Segunda mano/buen estado";0;1;0;1;1;0;"cieza";"Cieza";164059;4.02294296564041
"Alquiler de Piso en calle de Juan Ramon Jimenez, 35";"Las Lomas-Las Yucas";500;1;2;0;"Primero";2;75;"Segunda mano/buen estado";1;0;1;1;0;0;"las lomas-las yucas";NA;152684;3.92968483927589
"Alquiler de Chalet adosado en calle Antoñita Moreno, 52";"Bahía";1000;0;2;0;"Primero";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"bahia";NA;135744;8.84016973125884
"Alquiler de Piso en avenida Gran Via, 7";"Playa del Esparto-Veneziola";1500;0;2;0;"Primero";3;100;"Segunda mano/buen estado";0;1;1;1;0;1;"playa del esparto-veneziola";NA;166175;10.831954265082
"Alquiler de Ático en Gran Vía de la Manga, 17";"Playa del Esparto-Veneziola";1500;1;2;0;"Ultimos_pisos";3;183;"Segunda mano/buen estado";1;1;0;1;1;1;"playa del esparto-veneziola";NA;282640;6.36852533257855
"Alquiler de Piso en calle las Calas, 2";"Cabo de Palos";600;1;1;0;"Intermedios";2;55;"Segunda mano/buen estado";1;0;1;0;1;1;"cabo de palos";NA;116143;6.1992543674608
"Alquiler de Piso en carretera de Caravaca, 49";"Mula";600;0;1;0;"Primero";4;180;"Segunda mano/buen estado";1;1;0;0;1;1;"mula";"Mula";180877;3.98060560491384
"Alquiler de Piso en calle Iglesia, 4";"El Palmar";720;0;1;1;"Intermedios";1;75;"Segunda mano/buen estado";1;0;1;0;0;1;"el palmar";NA;104920;8.23484559664506
"Alquiler de Estudio en calle Manfredi, 2";"Santa Catalina-San Bartolomé";900;1;1;0;"Intermedios";0;60;"Segunda mano/buen estado";1;0;1;0;1;1;"santa catalina-san bartolome";NA;114421;9.43882678878877
"Alquiler de Piso en calle de la Seda, 4 nD";"San Antón";1300;1;2;1;"Primero";5;200;"Segunda mano/buen estado";0;0;1;0;0;0;"san anton";NA;199944;7.80218461169127
"Alquiler de Piso en pasaje de La Colonia, 2";"Centro";600;1;1;0;"Ultimos_pisos";2;100;"Segunda mano/buen estado";1;1;0;0;0;0;"centro";NA;181946;3.95721807569279
"Alquiler de Piso en calle Juan Fernandez, 55";"Ciudad Jardín";800;1;1;0;"Ultimos_pisos";3;95;"Segunda mano/buen estado";1;0;1;0;1;1;"ciudad jardin";NA;204260;4.69989229413493
"Alquiler de Piso en Gran Vía de la Manga, 8";"Playa del Galán";550;1;2;0;"Ultimos_pisos";3;120;"Segunda mano/buen estado";1;1;0;1;1;0;"playa del galan";NA;245413;2.68934408527666
"Alquiler de Piso en calle San Antón, 19";"San Antón";900;1;1;0;"Ultimos_pisos";3;110;"Segunda mano/buen estado";1;0;0;0;1;1;"san anton";NA;196030;5.50936081212059
"Alquiler de Piso en Centro";"Águilas";600;1;2;0;"Intermedios";3;95;"Segunda mano/buen estado";0;0;1;0;1;0;"centro";NA;156015;4.61494087107009
"Alquiler de Piso en calle Joaquín costa, 2";"Centro";550;1;2;0;"Primero";3;106;"Segunda mano/buen estado";0;1;1;1;1;0;"centro";NA;172692;3.82183309012577
"Alquiler de Piso en Centro";"Águilas";600;1;2;0;"Ultimos_pisos";3;95;"Segunda mano/buen estado";0;0;0;0;1;0;"centro";NA;211840;3.3987915407855
"Alquiler de Piso en Gran Vía de la Manga km 15 s/n";"Playa del Esparto-Veneziola";1500;1;2;0;"Primero";2;90;"Segunda mano/buen estado";1;1;0;1;0;1;"playa del esparto-veneziola";NA;172479;10.4360530847234
"Alquiler de Piso en callejón séiquer, 2";"El Carmen";860;1;2;0;"Primero";4;120;"Segunda mano/buen estado";0;0;0;0;0;0;"el carmen";NA;153032;6.74368759475142
"Alquiler de Piso en isla de canillera, 6";"Islas Menores-Mar de Cristal";570;0;1;0;"Primero";3;117;"Segunda mano/buen estado";1;1;0;0;0;0;"islas menores-mar de cristal";NA;129189;5.29456842300815
"Alquiler de Chalet pareado en calle nuestra señora de los dolores, 92";"Santiago de la Ribera";500;0;1;0;"Primero";2;70;"Segunda mano/buen estado";0;1;0;0;1;1;"santiago de la ribera";NA;109571;5.47590147027954
"Alquiler de Chalet pareado en calle Mar de Cristal, 45";"Bahía";800;0;2;1;"Muchas_plantas";3;100;"Segunda mano/buen estado";1;1;1;1;0;0;"bahia";NA;186997;5.133772199554
