"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"rent_price";"gross_profitability"
"Finca rústica en venta en Centro";"Perín";470000;0;6;0;"Primero";5;277;"Segunda mano/buen estado";0;1;0;0;1;1;"centro";NA;1424;3.63574468085106
"Piso en venta en La Azohía";"Perín";230000;1;1;0;"Primero";2;79;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;710;3.70434782608696
"Ático en venta en avenida Levante";"La Azohía";159000;0;1;0;"Primero";2;55;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;680;5.13207547169811
"Casa o chalet en venta en La Azohía";"Perín";620000;0;2;0;"Muchas_plantas";3;153;"Segunda mano/buen estado";0;0;0;0;0;0;"la azohia";NA;967;1.87161290322581
"Finca rústica en venta en Galifa";"Perín";239900;0;1;0;"Otro";3;99;"Segunda mano/buen estado";1;0;0;0;1;1;"galifa";NA;826;4.1317215506461
"Chalet pareado en venta en avenida Poniente, 39 bis";"La Azohía";785000;0;6;1;"Muchas_plantas";6;300;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;1522;2.32662420382166
"Ático en venta en La Azohía";"Perín";195500;0;2;0;"Intermedios";4;119;"Segunda mano/buen estado";0;1;1;0;1;1;"la azohia";NA;957;5.87416879795396
"Finca rústica en venta en Centro";"Perín";115000;0;1;1;"Primero";2;81;"Segunda mano/buen estado";0;0;0;0;1;0;"centro";NA;685;7.14782608695652
"Ático en venta en avenida Avenue Levante, 29 b";"La Azohía";145000;0;1;0;"Primero";2;60;"Segunda mano/buen estado";1;1;1;0;1;1;"la azohia";NA;718;5.94206896551724
"Finca rústica en venta en Lugar las Barrenas, 6";"Centro";240000;0;1;0;"Otro";1;100;"Segunda mano/buen estado";0;0;0;0;0;0;"centro";NA;712;3.56
"Ático en venta en calle Helice, 13";"La Azohía";220000;0;1;0;"Primero";2;53;"Promoción de obra nueva";1;1;1;1;0;1;"la azohia";NA;NA;NA
"Ático en venta en calle Helice, 13";"La Azohía";179000;0;1;0;"Primero";2;53;"Promoción de obra nueva";1;1;1;1;0;1;"la azohia";NA;NA;NA
"Ático en venta en calle Helice, 13";"La Azohía";179000;0;1;0;"Primero";2;61;"Promoción de obra nueva";1;1;1;1;0;1;"la azohia";NA;NA;NA
"Piso en venta en calle Helice, 13";"La Azohía";175000;0;1;0;"Bajo";2;73;"Promoción de obra nueva";1;1;0;1;0;1;"la azohia";NA;NA;NA
"Piso en venta en calle Helice, 13";"La Azohía";175000;0;1;0;"Bajo";2;63;"Promoción de obra nueva";1;1;0;1;0;1;"la azohia";NA;NA;NA
"Casa o chalet independiente en venta en avenida Occidente";"La Azohía";895000;0;4;0;"Muchas_plantas";5;285;"Segunda mano/buen estado";1;0;1;0;1;1;"la azohia";NA;1401;1.87843575418994
"Chalet pareado en venta en calle Miramar";"La Azohía";150000;0;1;0;"Primero";3;85;"Segunda mano/buen estado";0;0;0;1;0;0;"la azohia";NA;770;6.16
"Finca rústica en venta en Lugar Molino Zabala, 2";"Galifa";113000;0;2;0;"Otro";1;100;"Segunda mano/buen estado";0;0;0;0;1;0;"galifa";NA;795;8.44247787610619
"Casa o chalet independiente en venta en avenida Occidente";"La Azohía";895000;0;4;1;"Primero";5;400;"Segunda mano/buen estado";1;0;0;1;1;1;"la azohia";NA;1409;1.88916201117318
"Finca rústica en venta en Los díaz";"Galifa";295000;0;2;1;"Primero";5;386;"Segunda mano/buen estado";0;0;0;1;1;1;"galifa";NA;1246;5.06847457627119
"Ático en venta en avenida Levante";"La Azohía";169000;0;2;1;"Primero";3;82;"Segunda mano/buen estado";1;1;0;1;0;1;"la azohia";NA;773;5.4887573964497
"Piso en venta en calle albufera";"La Azohía";230000;1;1;0;"Primero";2;75;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;705;3.67826086956522
"Piso en venta en carretera Isla Plana";"La Azohía";124900;0;1;0;"Bajo";2;50;"Segunda mano/buen estado";1;1;0;1;1;0;"la azohia";NA;701;6.73498799039231
"Piso en venta en carretera Isla Plana";"La Azohía";310000;1;2;0;"Bajo";2;84;"Segunda mano/buen estado";1;1;1;1;1;0;"la azohia";NA;841;3.25548387096774
"Casa o chalet independiente en venta en avenida Levante";"La Azohía";439000;0;3;1;"Primero";4;206;"Segunda mano/buen estado";0;1;1;1;1;1;"la azohia";NA;1072;2.93029612756264
"Finca rústica en venta en camino a cabo tiñoso";"La Azohía";115000;0;1;1;"Primero";3;80;"Segunda mano/para reformar";0;1;0;0;1;0;"la azohia";NA;666;6.9495652173913
"Chalet adosado en venta en carretera Isla Plana";"La Azohía";420000;0;2;0;"Muchas_plantas";3;124;"Segunda mano/buen estado";0;1;1;0;1;0;"la azohia";NA;972;2.77714285714286
"Finca rústica en venta en La Azohía";"Perín";699000;0;5;1;"Otro";5;248;"Segunda mano/buen estado";0;1;0;0;1;1;"la azohia";NA;1310;2.24892703862661
"Casa o chalet independiente en venta en Cuesta Blanca";"blanca";300000;0;4;1;"Muchas_plantas";5;450;"Segunda mano/buen estado";1;1;0;1;0;1;"blanca";"Blanca";1492;5.968
"Casa o chalet independiente en venta en La Azohía";"Perín";540000;0;3;1;"Muchas_plantas";3;128;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;959;2.13111111111111
"Chalet pareado en venta en avenida del Poniente, 41";"La Azohía";620000;0;2;0;"Primero";3;153;"Segunda mano/buen estado";1;0;0;0;0;0;"la azohia";NA;930;1.8
"Piso en venta en central, 52";"La Azohía";125000;1;1;0;"Bajo";2;80;"Segunda mano/buen estado";1;1;0;0;0;1;"la azohia";NA;702;6.7392
"Finca rústica en venta en cuesta blanca s/n";"blanca";100000;0;1;0;"Otro";3;170;"Segunda mano/para reformar";0;1;0;1;0;0;"blanca";"Blanca";828;9.936
"Piso en venta en avenida Central, 31";"La Azohía";190000;1;1;0;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;1;1;0;0;1;"la azohia";NA;772;4.87578947368421
"Chalet adosado en venta en poblado cuesta blanca, 36";"blanca";310000;0;5;1;"Muchas_plantas";5;450;"Segunda mano/buen estado";1;1;0;1;0;1;"blanca";"Blanca";1560;6.03870967741936
"Casa o chalet independiente en venta en avenida Poniente, 14";"La Azohía";650000;0;2;1;"Primero";4;354;"Segunda mano/buen estado";1;1;1;1;0;1;"la azohia";NA;1174;2.16738461538462
"Piso en venta en La Azohía";"Perín";199950;0;1;0;"Primero";3;105;"Segunda mano/buen estado";1;1;1;0;1;1;"la azohia";NA;824;4.94523630907727
"Casa o chalet independiente en venta en Galifa";"Perín";295000;0;2;0;"Muchas_plantas";5;215;"Segunda mano/buen estado";1;1;0;1;1;1;"galifa";NA;1144;4.6535593220339
"Casa o chalet independiente en venta en La Azohía";"Perín";650000;0;2;1;"Muchas_plantas";4;354;"Segunda mano/buen estado";1;1;1;1;1;1;"la azohia";NA;1239;2.28738461538462
"Casa o chalet independiente en venta en La Azohía";"Perín";575000;0;2;1;"Primero";5;278;"Segunda mano/buen estado";1;1;1;1;1;0;"la azohia";NA;1176;2.45426086956522
"Finca rústica en venta en Centro";"Perín";149000;0;1;0;"Otro";3;158;"Segunda mano/buen estado";0;0;0;1;0;0;"centro";NA;886;7.13557046979866
"Finca rústica en venta en Galifa";"Perín";150000;0;1;0;"Primero";3;100;"Segunda mano/para reformar";0;1;0;0;0;1;"galifa";NA;695;5.56
"Chalet adosado en venta en La Azohia";"La Azohía";169000;0;2;0;"Muchas_plantas";3;95;"Segunda mano/buen estado";1;0;1;0;0;0;"la azohia";NA;943;6.69585798816568
"Piso en venta en avenida Levante";"La Azohía";130000;1;1;0;"Primero";2;67;"Segunda mano/buen estado";1;1;0;0;0;1;"la azohia";NA;681;6.28615384615385
"Finca rústica en venta en Centro";"Perín";150000;0;2;0;"Otro";5;216;"Segunda mano/para reformar";0;1;1;1;1;0;"centro";NA;1103;8.824
"Casa o chalet independiente en venta en Galifa";"Perín";310000;0;2;1;"Muchas_plantas";2;10;"Segunda mano/buen estado";0;1;0;1;0;1;"galifa";NA;672;2.60129032258064
"Casa o chalet en venta en La Azohía";"Perín";124356;0;1;0;"Muchas_plantas";1;52;"Segunda mano/buen estado";0;0;0;0;0;0;"la azohia";NA;675;6.51355785004342
"Chalet adosado en venta en perin, 6";"Centro";135000;0;1;0;"Primero";3;140;"Segunda mano/buen estado";0;1;0;1;0;0;"centro";NA;825;7.33333333333333
"Casa rural en venta en Perin s/n";"Centro";95000;0;1;1;"Primero";3;114;"Segunda mano/para reformar";0;1;0;1;0;0;"centro";NA;688;8.69052631578947
"Finca rústica en venta en Casas Del Pino";"Galifa";160000;0;1;0;"Primero";3;89;"Segunda mano/buen estado";0;0;0;0;0;0;"galifa";NA;776;5.82
"Chalet pareado en venta en avenida de Levante, 29";"La Azohía";156999;0;1;1;"Primero";2;80;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;666;5.09047828330117
"Finca rústica en venta en Lugar Campillo de Adentro, 23";"La Azohía";115000;0;0;0;"Primero";3;170;"Segunda mano/para reformar";0;0;0;0;0;0;"la azohia";NA;740;7.72173913043478
"Casa o chalet en venta en Centro";"Perín";191900;0;2;0;"Muchas_plantas";3;162;"Segunda mano/buen estado";0;0;0;0;0;0;"centro";NA;978;6.1156852527358
"Piso en venta en La Azohía";"Perín";169000;0;1;0;"Bajo";2;70;"Segunda mano/buen estado";1;0;1;1;1;1;"la azohia";NA;742;5.26863905325444
"Casa rural en venta en Los alforjas, 1";"Cuesta Blanca";89000;0;1;0;"Primero";3;100;"Segunda mano/para reformar";0;0;0;0;0;0;"cuesta blanca";NA;725;9.7752808988764
"Casa o chalet independiente en venta en Paraje s/n";"Centro";98000;0;1;0;"Muchas_plantas";3;100;"Segunda mano/para reformar";0;1;0;0;0;0;"centro";NA;767;9.39183673469388
"Piso en venta en calle Valle del León, 18";"La Azohía";230000;1;1;0;"Primero";2;72;"Segunda mano/buen estado";1;1;1;1;0;1;"la azohia";NA;716;3.73565217391304
"Casa o chalet independiente en venta en E16, 7";"Galifa";518000;0;3;1;"Primero";3;4;"Segunda mano/buen estado";0;0;0;1;0;1;"galifa";NA;745;1.72586872586873
"Casa o chalet independiente en venta en pasaje los Pinos, 15";"Galifa";50000;0;1;0;"Primero";2;130;"Segunda mano/para reformar";0;0;0;0;0;0;"galifa";NA;707;16.968
"Ático en venta en avenida occidente, 11";"La Azohía";700000;0;2;1;"Intermedios";3;125;"Segunda mano/buen estado";1;1;0;1;0;1;"la azohia";NA;831;1.42457142857143
"Casa o chalet en venta en P. Estrec, 15";"Pozo Estrecho";149900;0;3;0;"Muchas_plantas";3;259;"Segunda mano/buen estado";1;0;0;0;0;1;"pozo estrecho";NA;1149;9.1981320880587
"Casa o chalet en venta en calle Oropéndola, 4";"Pozo Estrecho";240000;0;3;0;"Muchas_plantas";3;267;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;1167;5.835
"Casa o chalet en venta en calle Trillo Figueroa";"Pozo Estrecho";125000;0;2;1;"Muchas_plantas";4;143;"Segunda mano/buen estado";1;1;0;0;0;1;"pozo estrecho";NA;948;9.1008
"Chalet pareado en venta en plaza San Pedro";"Pozo Estrecho";139500;0;1;1;"Primero";3;144;"Segunda mano/buen estado";1;0;0;1;0;1;"pozo estrecho";NA;786;6.76129032258064
"Ático en venta en calle Juan de garay";"Pozo Estrecho";89900;0;1;0;"Primero";2;77;"Segunda mano/buen estado";1;1;0;1;0;1;"pozo estrecho";NA;690;9.21023359288098
"Chalet adosado en venta en Pozo Estrecho";"pozo estrecho";123000;0;1;1;"Muchas_plantas";3;200;"Segunda mano/buen estado";0;1;0;1;0;1;"pozo estrecho";NA;880;8.58536585365854
"Dúplex en venta en calle Rubén Darío, 6 -12";"Pozo Estrecho";126000;0;2;0;"Bajo";4;121;"Segunda mano/buen estado";1;0;1;1;1;1;"pozo estrecho";NA;976;9.2952380952381
"Casa o chalet independiente en venta en calle Pedrarías de Ávila";"Pozo Estrecho";144200;0;3;0;"Primero";4;432;"Segunda mano/para reformar";0;0;0;0;1;0;"pozo estrecho";NA;1316;10.9514563106796
"Chalet pareado en venta en plaza san pedro";"Pozo Estrecho";120000;0;2;1;"Muchas_plantas";3;218;"Segunda mano/buen estado";0;1;1;1;1;1;"pozo estrecho";NA;1015;10.15
"Chalet adosado en venta en calle la Pajarita, 36";"Pozo Estrecho";149000;0;4;1;"Muchas_plantas";4;90;"Segunda mano/buen estado";1;1;1;1;1;1;"pozo estrecho";NA;1066;8.58523489932886
"Casa o chalet en venta en Pozo Estrecho";"pozo estrecho";126000;0;1;0;"Muchas_plantas";3;96;"Segunda mano/buen estado";0;0;0;0;1;1;"pozo estrecho";NA;828;7.88571428571429
"Chalet adosado en venta en calle Tórtola, 4";"Pozo Estrecho";135000;0;1;0;"Primero";3;230;"Segunda mano/buen estado";0;0;0;1;0;0;"pozo estrecho";NA;939;8.34666666666667
"Chalet adosado en venta en calle Garceta";"Pozo Estrecho";174000;0;3;0;"Primero";3;200;"Segunda mano/buen estado";0;1;0;1;1;1;"pozo estrecho";NA;1024;7.06206896551724
"Chalet pareado en venta en calle Ruiseñor";"Pozo Estrecho";120000;0;2;0;"Muchas_plantas";3;123;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;932;9.32
"Chalet adosado en venta en calle Garza, 22";"Pozo Estrecho";149900;0;2;0;"Muchas_plantas";4;123;"Segunda mano/buen estado";1;1;1;1;1;1;"pozo estrecho";NA;1014;8.11741160773849
"Chalet pareado en venta en camino De La Cerca 16";"Pozo Estrecho";135000;0;1;0;"Primero";3;135;"Segunda mano/buen estado";0;1;0;1;1;1;"pozo estrecho";NA;814;7.23555555555556
"Dúplex en venta en camino a La Cerca";"Pozo Estrecho";117000;0;2;0;"Otro";3;122;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;912;9.35384615384615
"Casa rural en venta en Paraje Los Navarros";"Pozo Estrecho";52000;0;1;0;"Otro";2;119;"Segunda mano/para reformar";0;0;0;0;0;0;"pozo estrecho";NA;725;16.7307692307692
"Casa o chalet independiente en venta en calle Cisne";"Pozo Estrecho";168900;0;2;0;"Primero";4;144;"Segunda mano/buen estado";1;1;0;1;1;1;"pozo estrecho";NA;958;6.80639431616341
"Chalet pareado en venta en calle Ulloa";"Pozo Estrecho";87000;0;2;0;"Muchas_plantas";4;149;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;1016;14.0137931034483
"Casa o chalet independiente en venta en Pozo Estrecho";"pozo estrecho";175000;0;2;0;"Primero";5;127;"Segunda mano/buen estado";0;0;0;1;1;1;"pozo estrecho";NA;988;6.77485714285714
"Chalet pareado en venta en calle Trillo Figueroa";"Pozo Estrecho";74000;0;2;0;"Muchas_plantas";5;120;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;1036;16.8
"Casa o chalet independiente en venta en calle Papagayo s/n";"Pozo Estrecho";69000;0;1;0;"Muchas_plantas";1;400;"Segunda mano/para reformar";0;0;0;0;0;0;"pozo estrecho";NA;1017;17.6869565217391
"Casa o chalet en venta en calle Hernández Amorós";"Pozo Estrecho";145000;0;3;0;"Muchas_plantas";3;200;"Segunda mano/buen estado";0;1;0;0;1;1;"pozo estrecho";NA;1075;8.89655172413793
"Dúplex en venta en Pozo Estrecho";"pozo estrecho";125000;0;2;0;"Bajo";3;89;"Segunda mano/buen estado";0;1;0;1;1;0;"pozo estrecho";NA;855;8.208
"Piso en venta en Pozo Estrecho";"pozo estrecho";73000;0;1;1;"Bajo";2;65;"Segunda mano/buen estado";1;1;0;1;1;0;"pozo estrecho";NA;675;11.0958904109589
"Chalet adosado en venta en calle Verderon, 5";"Pozo Estrecho";130000;0;2;0;"Primero";3;120;"Segunda mano/buen estado";1;1;0;1;0;0;"pozo estrecho";NA;882;8.14153846153846
"Chalet pareado en venta en Pozo Estrecho";"pozo estrecho";89900;0;1;1;"Muchas_plantas";2;100;"Segunda mano/buen estado";1;1;0;1;1;1;"pozo estrecho";NA;739;9.8642936596218
"Chalet pareado en venta en francisco pizarro";"Pozo Estrecho";85000;0;1;1;"Muchas_plantas";3;209;"Segunda mano/buen estado";0;1;0;1;0;0;"pozo estrecho";NA;912;12.8752941176471
"Chalet adosado en venta en calle Inglés Guerrero";"Pozo Estrecho";57000;0;1;0;"Muchas_plantas";3;135;"Segunda mano/para reformar";0;0;0;0;0;0;"pozo estrecho";NA;816;17.1789473684211
"Finca rústica en venta en calle pedrerias avila, 6";"Pozo Estrecho";280000;0;2;0;"Primero";5;371;"Segunda mano/para reformar";0;0;0;0;0;0;"pozo estrecho";NA;1215;5.20714285714286
"Finca rústica en venta en Pozo Estrecho";"pozo estrecho";290000;0;2;0;"Otro";5;270;"Segunda mano/buen estado";1;0;0;0;1;0;"pozo estrecho";NA;1221;5.05241379310345
"Cortijo en venta en Pozo Estrecho";"pozo estrecho";180000;0;1;1;"Primero";6;490;"Segunda mano/para reformar";0;0;0;1;0;0;"pozo estrecho";NA;1296;8.64
"Casa o chalet independiente en venta en calle Codorniz, 17";"Pozo Estrecho";210000;0;2;0;"Muchas_plantas";3;12;"Segunda mano/buen estado";1;1;0;1;0;1;"pozo estrecho";NA;785;4.48571428571429
"Piso en venta en Poblado los Carriones";"Pozo Estrecho";126700;0;1;0;"Bajo";3;112;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;808;7.65272296764009
"Chalet adosado en venta en Pozo Estrecho";"pozo estrecho";84000;0;1;1;"Primero";3;151;"Segunda mano/para reformar";0;0;0;0;1;0;"pozo estrecho";NA;757;10.8142857142857
"Chalet adosado en venta en Pozo Estrecho";"pozo estrecho";217000;0;2;0;"Muchas_plantas";3;180;"Segunda mano/buen estado";1;0;0;0;0;1;"pozo estrecho";NA;990;5.47465437788018
"Chalet pareado en venta en Hernán Cortés";"Pozo Estrecho";90000;0;1;1;"Primero";4;270;"Segunda mano/buen estado";0;0;0;0;0;1;"pozo estrecho";NA;975;13
"Piso en venta en Pozo Estrecho";"pozo estrecho";135150;0;2;0;"Bajo";3;120;"Segunda mano/buen estado";0;1;0;1;1;0;"pozo estrecho";NA;891;7.91120976692564
"Chalet adosado en venta en Pozo Estrecho";"pozo estrecho";65000;0;1;0;"Primero";2;48;"Segunda mano/buen estado";1;0;0;0;1;1;"pozo estrecho";NA;682;12.5907692307692
"Casa o chalet en venta en Pozo Estrecho";"pozo estrecho";217000;0;2;0;"Muchas_plantas";3;180;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;999;5.52442396313364
"Ático en venta en Colibrí";"Pozo Estrecho";87000;0;2;1;"Primero";3;120;"Segunda mano/buen estado";1;1;1;0;0;1;"pozo estrecho";NA;849;11.7103448275862
"Casa o chalet independiente en venta en Pozo Estrecho";"pozo estrecho";57000;0;2;1;"Primero";3;118;"Segunda mano/buen estado";0;0;0;0;1;0;"pozo estrecho";NA;849;17.8736842105263
"Casa o chalet independiente en venta en Pozo Estrecho";"pozo estrecho";87000;0;2;0;"Muchas_plantas";4;149;"Segunda mano/buen estado";0;0;0;0;1;0;"pozo estrecho";NA;1032;14.2344827586207
"Casa o chalet independiente en venta en Pozo Estrecho";"pozo estrecho";285000;0;2;0;"Primero";4;272;"Segunda mano/buen estado";1;0;0;1;0;1;"pozo estrecho";NA;1100;4.63157894736842
"Chalet adosado en venta en calle matías ballester, 34";"Pozo Estrecho";280000;0;2;0;"Muchas_plantas";4;150;"Segunda mano/buen estado";0;0;0;1;0;0;"pozo estrecho";NA;1016;4.35428571428571
"Chalet adosado en venta en Pozo Estrecho";"pozo estrecho";135000;0;2;1;"Muchas_plantas";3;135;"Segunda mano/buen estado";1;1;0;1;1;1;"pozo estrecho";NA;900;8
"Casa o chalet en venta en Pozo Estrecho";"pozo estrecho";81000;0;1;0;"Muchas_plantas";3;151;"Segunda mano/para reformar";0;0;0;0;1;0;"pozo estrecho";NA;851;12.6074074074074
"Chalet adosado en venta en calle Rubén Darío, 3";"Pozo Estrecho";120000;0;1;1;"Muchas_plantas";3;185;"Segunda mano/buen estado";0;1;0;1;0;1;"pozo estrecho";NA;862;8.62
"Piso en venta en calle Moscareta";"Pozo Estrecho";49000;0;1;0;"Primero";2;68;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;698;17.0938775510204
"Casa o chalet en venta en calle Hernán Cortés";"Pozo Estrecho";82000;0;2;0;"Muchas_plantas";3;135;"Segunda mano/buen estado";0;1;0;0;0;0;"pozo estrecho";NA;938;13.7268292682927
"Casa o chalet independiente en venta en avenida de la Estación, 66";"Pozo Estrecho";120000;0;2;0;"Muchas_plantas";2;200;"Segunda mano/buen estado";0;0;1;1;0;1;"pozo estrecho";NA;976;9.76
"Casa o chalet independiente en venta en ronda Norte, 9";"Pozo Estrecho";120000;0;1;0;"Muchas_plantas";3;200;"Segunda mano/buen estado";0;0;0;0;0;0;"pozo estrecho";NA;955;9.55
"Casa o chalet en venta en Santa Ana-Miranda";"santa ana-miranda";232000;0;3;0;"Muchas_plantas";4;269;"Segunda mano/buen estado";0;0;0;1;1;0;"santa ana-miranda";NA;1238;6.40344827586207
"Casa o chalet independiente en venta en pasaje Tacon, lo, 3";"Santa Ana-Miranda";195000;0;1;1;"Primero";3;140;"Segunda mano/buen estado";0;1;0;1;0;1;"santa ana-miranda";NA;760;4.67692307692308
"Chalet pareado en venta en Pérez de Ayala, 16";"Santa Ana-Miranda";230000;0;2;1;"Primero";4;138;"Segunda mano/buen estado";1;1;0;1;1;1;"santa ana-miranda";NA;908;4.73739130434783
"Piso en venta en Santa Ana-Miranda";"santa ana-miranda";162000;0;2;1;"Primero";5;203;"Segunda mano/buen estado";1;1;1;0;0;1;"santa ana-miranda";NA;1053;7.8
"Casa o chalet independiente en venta en calle Garcilaso Vega, 28 -36";"Santa Ana-Miranda";285000;0;2;0;"Muchas_plantas";3;410;"Segunda mano/buen estado";1;1;1;1;1;0;"santa ana-miranda";NA;1316;5.54105263157895
"Chalet adosado en venta en pasaje Mol. Derribado";"Santa Ana-Miranda";240000;0;2;0;"Muchas_plantas";5;273;"Segunda mano/buen estado";1;1;0;1;1;1;"santa ana-miranda";NA;1212;6.06
"Chalet pareado en venta en pasaje Mol. Derribado";"Santa Ana-Miranda";240000;0;2;0;"Muchas_plantas";5;273;"Segunda mano/buen estado";1;1;0;1;1;1;"santa ana-miranda";NA;1212;6.06
"Piso en venta en Carlos Arniches";"Santa Ana-Miranda";113000;0;2;0;"Primero";4;115;"Segunda mano/buen estado";1;1;1;0;0;1;"santa ana-miranda";NA;940;9.98230088495575
"Casa o chalet independiente en venta en calle Fernández Capalleja";"Santa Ana-Miranda";157000;0;1;0;"Muchas_plantas";4;126;"Segunda mano/buen estado";0;1;0;1;1;0;"santa ana-miranda";NA;929;7.10063694267516
