"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"rent_price";"gross_profitability"
"Piso en venta en calle Arquitecto Pedro Monte";"La Flota";310000;1;2;1;"Intermedios";3;135;"Segunda mano/buen estado";1;0;1;1;0;0;"la flota";NA;905;3.50322580645161
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";250000;1;2;1;"Primero";4;126;"Segunda mano/buen estado";0;1;1;1;1;0;"el ranero-san basilio";NA;935;4.488
"Piso en venta en Zona Juan Carlos I";"juan carlos i";142000;1;1;1;"Intermedios";1;51;"Segunda mano/buen estado";1;0;0;1;1;1;"juan carlos i";NA;597;5.04507042253521
"Piso en venta en avenida Francisco Jiménez Ruiz, 28";"Juan Carlos I";225000;1;2;1;"Intermedios";2;87;"Segunda mano/buen estado";1;0;1;1;0;1;"juan carlos i";NA;774;4.128
"Piso en venta en avenida General Primo de Rivera, 14";"Santa María de Gracia";295000;1;2;0;"Primero";2;101;"Segunda mano/buen estado";1;0;0;0;1;1;"santa maria de gracia";NA;813;3.3071186440678
"Piso en venta en plaza Emilio Diez de Revenga";"Santa María de Gracia";260000;1;2;0;"Ultimos_pisos";4;111;"Segunda mano/para reformar";0;0;1;1;1;0;"santa maria de gracia";NA;952;4.39384615384615
"Piso en venta en Zona Juan Carlos I";"juan carlos i";319900;1;2;0;"Bajo";4;125;"Segunda mano/buen estado";1;1;0;1;0;1;"juan carlos i";NA;927;3.47733666770866
"Piso en venta en Avenida de la Marina Española, 22";"La Flota";285000;1;2;1;"Ultimos_pisos";2;79;"Promoción de obra nueva";0;1;0;1;0;0;"la flota";NA;NA;NA
"Piso en venta en calle Río Taibilla s/n";"Juan de Borbón";147500;1;1;1;"Ultimos_pisos";1;61;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;646;5.25559322033898
"Piso en venta en ronda Norte, 16";"Santa María de Gracia";254000;1;2;0;"Ultimos_pisos";3;107;"Segunda mano/para reformar";1;0;0;0;0;1;"santa maria de gracia";NA;839;3.96377952755906
"Piso en venta en avenida de la Marina Española, 22";"La Flota";320000;1;2;1;"Primero";3;94;"Promoción de obra nueva";0;0;0;1;0;0;"la flota";NA;NA;NA
"Piso en venta en calle de la Palmera, 6";"El Ranero-San Basilio";230000;1;2;1;"Ultimos_pisos";2;92;"Segunda mano/buen estado";1;0;0;1;1;1;"el ranero-san basilio";NA;803;4.1895652173913
"Piso en venta en avenida de la Marina Española, 22";"La Flota";408000;1;2;1;"Intermedios";4;127;"Promoción de obra nueva";0;1;0;1;0;0;"la flota";NA;NA;NA
"Piso en venta en ronda Norte";"Santa María de Gracia";145000;1;1;0;"Primero";3;91;"Segunda mano/para reformar";0;0;1;0;1;0;"santa maria de gracia";NA;764;6.32275862068966
"Piso en venta en avenida de la Marina Española, 22";"La Flota";325000;1;2;1;"Primero";3;95;"Promoción de obra nueva";0;1;0;1;0;0;"la flota";NA;NA;NA
"Dúplex en venta en avenida Don Juan de Borbón, 106";"Juan de Borbón";421889;1;2;0;"Ultimos_pisos";2;183;"Promoción de obra nueva";0;1;0;0;0;0;"juan de borbon";NA;NA;NA
"Piso en venta en avenida de la Marina Española, 22";"La Flota";403000;1;2;1;"Intermedios";4;127;"Promoción de obra nueva";0;0;0;1;0;0;"la flota";NA;NA;NA
"Piso en venta en avenida Don Juan de Borbón";"La Flota";380000;1;2;1;"Intermedios";3;120;"Segunda mano/buen estado";1;1;0;1;1;1;"la flota";NA;843;2.66210526315789
"Piso en venta en avenida Don Juan de Borbón, 106";"Juan de Borbón";308798;1;2;0;"Intermedios";4;126;"Promoción de obra nueva";0;1;1;0;0;0;"juan de borbon";NA;NA;NA
"Piso en venta en Ernest Lluch";"Juan de Borbón";450000;1;2;1;"Bajo";3;115;"Segunda mano/buen estado";1;1;0;1;1;1;"juan de borbon";NA;834;2.224
"Piso en venta en avenida Don Juan de Borbón, 106";"Juan de Borbón";255624;1;2;0;"Primero";3;107;"Promoción de obra nueva";0;1;1;0;0;0;"juan de borbon";NA;NA;NA
"Piso en venta en paseo Duque de Ahumada";"Vista Alegre";219500;1;2;0;"Primero";3;105;"Segunda mano/buen estado";1;0;1;0;0;0;"vista alegre";NA;907;4.95854214123007
"Piso en venta en calle Cisne";"El Ranero-San Basilio";229900;1;2;1;"Primero";3;100;"Segunda mano/buen estado";1;1;0;1;0;1;"el ranero-san basilio";NA;796;4.15484993475424
"Piso en venta en calle jazmines";"El Ranero-San Basilio";168000;1;2;1;"Intermedios";2;76;"Segunda mano/buen estado";1;0;1;1;1;1;"el ranero-san basilio";NA;778;5.55714285714286
"Chalet adosado en venta en calle San Rafael";"Juan de Borbón";650000;0;4;0;"Primero";4;320;"Segunda mano/buen estado";0;1;1;0;1;0;"juan de borbon";NA;1338;2.47015384615385
"Piso en venta en calle Infanta Elena, 17";"Vista Alegre";339000;1;2;1;"Ultimos_pisos";4;126;"Segunda mano/buen estado";1;0;0;1;1;1;"vista alegre";NA;949;3.35929203539823
"Piso en venta en avenida Príncipe de Asturias";"Juan Carlos I";399000;1;2;1;"Intermedios";3;139;"Segunda mano/buen estado";1;1;1;1;0;1;"juan carlos i";NA;880;2.64661654135338
"Piso en venta en calle Obispo Francisco Landeira";"La Flota";138000;1;1;0;"Bajo";1;70;"Segunda mano/buen estado";1;0;0;0;0;1;"la flota";NA;645;5.60869565217391
"Ático en venta en Santa María de Gracia";"santa maría de gracia";599000;1;3;1;"Ultimos_pisos";4;147;"Segunda mano/buen estado";1;1;0;1;0;1;"santa maria de gracia";NA;1017;2.03739565943239
"Piso en venta en calle Mariano Padilla";"Juan de Borbón";150000;0;1;1;"Intermedios";3;100;"Segunda mano/buen estado";1;0;1;0;1;0;"juan de borbon";NA;813;6.504
"Piso en venta en calle Salvador de Madariaga, 4";"Santa María de Gracia";690000;1;4;1;"Ultimos_pisos";5;272;"Segunda mano/buen estado";1;1;0;1;1;1;"santa maria de gracia";NA;1299;2.25913043478261
"Dúplex en venta en avenida Juan Carlos I";"Juan Carlos I";493000;1;3;1;"Ultimos_pisos";3;195;"Segunda mano/buen estado";1;1;1;1;0;1;"juan carlos i";NA;1049;2.55334685598377
"Dúplex en venta en calle Azucenas";"Juan de Borbón";340000;1;3;1;"Intermedios";3;162;"Segunda mano/buen estado";1;1;1;1;1;1;"juan de borbon";NA;990;3.49411764705882
"Piso en venta en calle Río Taibilla";"Juan de Borbón";256000;1;2;1;"Intermedios";3;174;"Segunda mano/buen estado";1;0;0;1;1;0;"juan de borbon";NA;936;4.3875
"Piso en venta en calle Vista Alegre";"Vista Alegre";265000;1;2;1;"Intermedios";3;135;"Segunda mano/buen estado";1;1;1;1;1;1;"vista alegre";NA;892;4.03924528301887
"Piso en venta en calle Ortega y Gasset, 3";"Santa María de Gracia";300000;1;2;1;"Ultimos_pisos";4;110;"Segunda mano/buen estado";0;0;0;1;1;1;"santa maria de gracia";NA;918;3.672
"Ático en venta en Juan Pablo II";"Juan Carlos I";649000;1;2;1;"Ultimos_pisos";3;157;"Segunda mano/buen estado";1;1;0;1;1;1;"juan carlos i";NA;923;1.70662557781202
"Piso en venta en calle Río Taibilla";"Juan de Borbón";241000;1;2;0;"Intermedios";3;125;"Segunda mano/buen estado";1;1;0;1;1;0;"juan de borbon";NA;914;4.55103734439834
"Casa o chalet independiente en venta en Zona Juan Carlos I";"juan carlos i";469000;0;4;1;"Muchas_plantas";4;227;"Segunda mano/buen estado";1;1;1;1;1;1;"juan carlos i";NA;1226;3.13688699360341
"Dúplex en venta en Vista Alegre";"vista alegre";395000;1;3;0;"Intermedios";4;187;"Segunda mano/buen estado";1;1;1;0;1;0;"vista alegre";NA;1139;3.46025316455696
"Piso en venta en Santa María de Gracia";"santa maría de gracia";550000;1;4;1;"Intermedios";5;247;"Segunda mano/buen estado";1;1;0;1;0;1;"santa maria de gracia";NA;1217;2.65527272727273
"Piso en venta en calle Pilar";"Juan Carlos I";183000;1;1;1;"Otro";2;87;"Segunda mano/buen estado";1;1;0;1;1;1;"juan carlos i";NA;706;4.62950819672131
"Piso en venta en Santa María de Gracia";"santa maría de gracia";225000;1;2;1;"Ultimos_pisos";4;110;"Segunda mano/buen estado";0;0;0;0;0;0;"santa maria de gracia";NA;925;4.93333333333333
"Dúplex en venta en Zona Juan de Borbón";"juan de borbón";300000;1;2;1;"Bajo";3;209;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;952;3.808
"Piso en venta en avenida Don Juan de Borbón s/n";"Juan de Borbón";269000;1;2;1;"Intermedios";3;100;"Segunda mano/buen estado";1;0;1;1;1;1;"juan de borbon";NA;859;3.83197026022305
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";290000;1;2;1;"Intermedios";4;154;"Segunda mano/buen estado";1;0;0;1;0;1;"el ranero-san basilio";NA;929;3.84413793103448
"Piso en venta en calle Sierra de Peñarrubia";"El Ranero-San Basilio";185111;0;2;0;"Intermedios";3;153;"Segunda mano/para reformar";0;0;0;0;0;0;"el ranero-san basilio";NA;863;5.59448114914835
"Piso en venta en paseo Duques de Lugo";"El Ranero-San Basilio";279184;0;2;0;"Intermedios";3;146;"Segunda mano/para reformar";0;0;0;0;0;0;"el ranero-san basilio";NA;855;3.67499570175941
"Piso en venta en calle Juan de la Cosa, 1";"La Flota";112500;1;1;0;"Bajo";1;38;"Segunda mano/buen estado";1;0;0;0;1;0;"la flota";NA;645;6.88
"Piso en venta en plaza Ildefonso Nicolás Noguera, 10";"Juan Carlos I";320000;1;2;1;"Ultimos_pisos";3;115;"Segunda mano/buen estado";1;0;1;1;1;0;"juan carlos i";NA;935;3.50625
"Piso en venta en calle Juan de la Cosa, 1";"La Flota";114500;1;1;0;"Bajo";1;43;"Segunda mano/buen estado";1;0;0;0;1;0;"la flota";NA;651;6.82270742358079
"Piso en venta en avenida de Europa";"Vista Alegre";395000;1;2;1;"Intermedios";4;145;"Segunda mano/buen estado";1;0;0;1;0;1;"vista alegre";NA;919;2.79189873417722
"Piso en venta en avenida Don Juan de Borbón";"Juan de Borbón";295000;1;2;1;"Intermedios";3;110;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;840;3.41694915254237
"Ático en venta en avenida Marqués de Los Vélez";"Juan Carlos I";470000;1;2;1;"Intermedios";3;188;"Segunda mano/buen estado";1;1;1;1;1;1;"juan carlos i";NA;953;2.4331914893617
"Piso en venta en paseo Joaquín Garrigues Walker";"Juan Carlos I";450000;1;2;1;"Intermedios";3;153;"Segunda mano/buen estado";1;0;0;1;1;1;"juan carlos i";NA;890;2.37333333333333
"Casa o chalet independiente en venta en Vista Alegre";"vista alegre";740000;0;4;1;"Muchas_plantas";4;204;"Segunda mano/buen estado";1;1;0;1;0;0;"vista alegre";NA;1174;1.90378378378378
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";233000;1;2;1;"Primero";3;95;"Segunda mano/buen estado";1;0;0;1;0;1;"el ranero-san basilio";NA;798;4.10987124463519
"Casa o chalet en venta en Vista Alegre";"vista alegre";356000;0;2;1;"Muchas_plantas";2;118;"Segunda mano/buen estado";1;1;0;1;0;0;"vista alegre";NA;832;2.80449438202247
"Ático en venta en avenida Juan Carlos I, 35";"Santa María de Gracia";599000;1;3;1;"Ultimos_pisos";4;202;"Segunda mano/buen estado";1;1;0;1;1;1;"santa maria de gracia";NA;1097;2.19766277128548
"Piso en venta en Zona Juan Carlos I";"juan carlos i";365000;1;2;1;"Primero";3;130;"Segunda mano/buen estado";1;0;1;1;0;1;"juan carlos i";NA;870;2.86027397260274
"Ático en venta en Santa María de Gracia";"santa maría de gracia";589000;1;3;1;"Ultimos_pisos";4;179;"Segunda mano/buen estado";1;1;0;1;1;1;"santa maria de gracia";NA;1070;2.17996604414261
"Dúplex en venta en Zona Juan de Borbón";"juan de borbón";339900;1;3;1;"Intermedios";3;163;"Segunda mano/buen estado";1;1;1;1;1;1;"juan de borbon";NA;991;3.49867608120035
"Piso en venta en calle General Palarea";"El Ranero-San Basilio";65255;0;1;0;"Bajo";2;59;"Segunda mano/buen estado";0;0;0;0;0;0;"el ranero-san basilio";NA;693;12.7438510458969
"Piso en venta en calle Arquitecto Emilio Perez Piñero";"Vista Alegre";189900;1;2;1;"Intermedios";3;106;"Segunda mano/buen estado";1;0;0;0;1;1;"vista alegre";NA;837;5.28909952606635
"Casa o chalet independiente en venta en avenida de la Marina Española";"La Flota";106000;0;2;0;"Muchas_plantas";3;118;"Segunda mano/para reformar";0;0;0;0;0;0;"la flota";NA;863;9.76981132075472
"Dúplex en venta en Zona Juan de Borbón";"juan de borbón";289000;1;3;1;"Intermedios";3;148;"Segunda mano/buen estado";1;1;0;1;1;0;"juan de borbon";NA;965;4.00692041522491
"Piso en venta en avenida Europa";"Vista Alegre";429000;1;1;0;"Ultimos_pisos";3;167;"Segunda mano/para reformar";0;0;0;0;0;0;"vista alegre";NA;851;2.38041958041958
"Casa o chalet independiente en venta en Zona Juan de Borbón";"juan de borbón";245000;0;3;1;"Muchas_plantas";5;300;"Segunda mano/para reformar";0;1;1;1;0;0;"juan de borbon";NA;1227;6.00979591836735
"Piso en venta en calle San Rafael, 5";"Juan de Borbón";260000;1;2;1;"Intermedios";3;100;"Segunda mano/buen estado";1;1;1;1;1;1;"juan de borbon";NA;851;3.92769230769231
"Ático en venta en Zona Juan de Borbón";"juan de borbón";359000;1;3;1;"Ultimos_pisos";4;135;"Segunda mano/buen estado";1;1;1;1;1;1;"juan de borbon";NA;1049;3.50640668523677
"Ático en venta en Vista Alegre";"vista alegre";540000;1;3;1;"Ultimos_pisos";4;279;"Segunda mano/buen estado";1;1;1;1;1;1;"vista alegre";NA;1217;2.70444444444444
"Piso en venta en infanta cristina";"Vista Alegre";610000;0;2;0;"Primero";3;200;"Segunda mano/buen estado";1;1;1;1;1;1;"vista alegre";NA;1000;1.9672131147541
"Piso en venta en avenida reyes catolicos, 2";"El Ranero-San Basilio";239000;1;2;1;"Primero";3;130;"Segunda mano/buen estado";1;1;1;1;1;1;"el ranero-san basilio";NA;877;4.40334728033473
"Chalet adosado en venta en Zona Juan Carlos I";"juan carlos i";80000;0;1;1;"Primero";4;246;"Segunda mano/para reformar";0;1;0;0;0;0;"juan carlos i";NA;897;13.455
"Piso en venta en plaza Ortega Gasset";"Santa María de Gracia";300000;1;2;1;"Ultimos_pisos";4;105;"Segunda mano/buen estado";1;0;1;1;0;1;"santa maria de gracia";NA;940;3.76
"Estudio en venta en calle Sargento Ángel Tornel, 9";"El Ranero-San Basilio";75000;0;1;0;"Bajo";0;35;"Segunda mano/buen estado";0;0;0;0;1;1;"el ranero-san basilio";NA;552;8.832
"Estudio en venta en avenida de Juan Carlos I";"Juan Carlos I";109000;0;1;0;"Bajo";0;28;"Segunda mano/buen estado";0;1;0;0;1;1;"juan carlos i";NA;535;5.88990825688073
"Piso en venta en Zona Juan de Borbón";"juan de borbón";300000;1;2;1;"Intermedios";3;102;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;831;3.324
"Ático en venta en Vista Alegre";"vista alegre";450000;1;2;1;"Ultimos_pisos";3;113;"Segunda mano/buen estado";1;1;0;1;1;1;"vista alegre";NA;872;2.32533333333333
"Ático en venta en Santa María de Gracia";"santa maría de gracia";350000;1;2;1;"Ultimos_pisos";3;112;"Segunda mano/buen estado";1;1;0;1;1;1;"santa maria de gracia";NA;871;2.98628571428571
"Piso en venta en paseo Misionero Luis Fontes Servet s/n";"Juan Carlos I";255000;1;1;1;"Primero";2;79;"Segunda mano/buen estado";1;1;1;1;0;1;"juan carlos i";NA;681;3.20470588235294
"Piso en venta en calle Sargento Ángel Tornel, 8";"El Ranero-San Basilio";242000;1;2;1;"Intermedios";3;95;"Segunda mano/buen estado";1;0;0;1;0;1;"el ranero-san basilio";NA;807;4.00165289256198
"Piso en venta en avenida Don Juan de Borbón, 26";"La Flota";325000;1;3;1;"Intermedios";4;146;"Segunda mano/buen estado";1;0;1;1;1;1;"la flota";NA;1034;3.81784615384615
"Piso en venta en Zona Juan de Borbón";"juan de borbón";241000;1;2;0;"Intermedios";3;120;"Segunda mano/buen estado";0;0;0;1;1;0;"juan de borbon";NA;904;4.50124481327801
"Piso en venta en avenida General Primo de Rivera, 9";"Santa María de Gracia";430000;1;2;1;"Intermedios";5;179;"Segunda mano/buen estado";1;0;1;0;1;0;"santa maria de gracia";NA;1081;3.01674418604651
"Piso en venta en carretera de Churra, 130";"churra";255000;1;2;1;"Intermedios";2;92;"Segunda mano/buen estado";1;1;0;1;1;1;"churra";NA;757;3.56235294117647
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";230000;1;2;1;"Primero";2;95;"Segunda mano/buen estado";1;0;0;1;0;1;"el ranero-san basilio";NA;745;3.88695652173913
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";230000;1;2;1;"Ultimos_pisos";2;83;"Segunda mano/buen estado";1;0;0;0;0;1;"el ranero-san basilio";NA;777;4.05391304347826
"Chalet pareado en venta en calle Sargento Ángel Tornel, 13";"El Ranero-San Basilio";320000;0;2;0;"Primero";4;127;"Segunda mano/buen estado";1;1;1;0;0;1;"el ranero-san basilio";NA;954;3.5775
"Piso en venta en camino Viejo de Monteagudo, 37";"La Flota";284000;1;2;1;"Primero";4;124;"Segunda mano/buen estado";1;0;1;1;1;1;"la flota";NA;932;3.93802816901408
"Piso en venta en Zona Juan Carlos I";"juan carlos i";90000;0;1;0;"Bajo";2;73;"Segunda mano/para reformar";0;1;0;0;1;0;"juan carlos i";NA;653;8.70666666666667
"Piso en venta en Santa María de Gracia";"santa maría de gracia";230000;1;1;0;"Intermedios";3;106;"Segunda mano/buen estado";0;0;1;0;1;1;"santa maria de gracia";NA;831;4.33565217391304
"Piso en venta en plaza Emilio Diez de Revenga, 11";"Santa María de Gracia";359900;1;2;0;"Ultimos_pisos";3;170;"Segunda mano/para reformar";1;0;1;1;0;0;"santa maria de gracia";NA;964;3.2142261739372
"Piso en venta en Vista Alegre";"vista alegre";615000;1;3;1;"Ultimos_pisos";4;181;"Segunda mano/buen estado";1;0;0;1;1;1;"vista alegre";NA;1081;2.10926829268293
"Chalet adosado en venta en Santa María de Gracia";"santa maría de gracia";285000;0;2;1;"Muchas_plantas";4;250;"Segunda mano/buen estado";0;1;1;1;1;0;"santa maria de gracia";NA;1127;4.74526315789474
"Piso en venta en Zona Juan Carlos I";"juan carlos i";435000;1;3;1;"Primero";4;160;"Segunda mano/buen estado";1;0;1;1;1;1;"juan carlos i";NA;1041;2.87172413793103
"Piso en venta en calle José Javier";"Santa María de Gracia";269900;1;2;1;"Intermedios";3;119;"Segunda mano/buen estado";0;0;0;1;1;1;"santa maria de gracia";NA;838;3.72582437939978
"Ático en venta en avenida Don Juan de Borbón, 81";"Juan de Borbón";399900;1;2;1;"Ultimos_pisos";3;115;"Segunda mano/buen estado";1;1;0;1;0;1;"juan de borbon";NA;858;2.57464366091523
"Piso en venta en Vista Alegre";"vista alegre";349990;1;2;1;"Otro";3;137;"Segunda mano/buen estado";1;0;0;1;1;1;"vista alegre";NA;894;3.06523043515529
"Piso en venta en calle Vista Alegre";"Vista Alegre";297000;1;2;1;"Intermedios";3;115;"Segunda mano/buen estado";1;0;1;0;1;1;"vista alegre";NA;878;3.54747474747475
"Piso en venta en Zamora";"El Ranero-San Basilio";164500;1;2;1;"Intermedios";2;85;"Segunda mano/buen estado";1;0;0;1;1;1;"el ranero-san basilio";NA;757;5.52218844984802
"Piso en venta en calle Infanta Cristina";"Vista Alegre";169000;1;1;1;"Intermedios";1;56;"Segunda mano/buen estado";1;0;1;0;1;1;"vista alegre";NA;635;4.50887573964497
"Piso en venta en Zona Juan de Borbón";"juan de borbón";241000;1;1;1;"Intermedios";2;115;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;725;3.60995850622407
"Piso en venta en ronda Norte";"Santa María de Gracia";220000;1;2;0;"Intermedios";4;111;"Segunda mano/para reformar";1;0;1;0;1;0;"santa maria de gracia";NA;929;5.06727272727273
"Piso en venta en Zona Juan Carlos I";"juan carlos i";142000;1;1;0;"Intermedios";1;50;"Segunda mano/buen estado";1;0;0;1;1;1;"juan carlos i";NA;640;5.40845070422535
"Piso en venta en calle Auditorium";"Santa María de Gracia";595000;1;2;0;"Intermedios";4;158;"Segunda mano/buen estado";1;0;0;1;1;1;"santa maria de gracia";NA;994;2.00470588235294
"Piso en venta en avenida Juan Carlos I";"Juan Carlos I";142000;1;1;0;"Intermedios";1;47;"Segunda mano/buen estado";1;0;0;1;0;1;"juan carlos i";NA;620;5.23943661971831
"Piso en venta en calle Alonso de Ojeda";"La Flota";79000;1;1;1;"Bajo";2;114;"Segunda mano/buen estado";0;0;0;0;1;1;"la flota";NA;709;10.7696202531646
"Piso en venta en Santa María de Gracia";"santa maría de gracia";275000;1;2;0;"Intermedios";3;106;"Segunda mano/buen estado";1;0;0;0;0;1;"santa maria de gracia";NA;864;3.77018181818182
"Casa o chalet independiente en venta en Zona Juan Carlos I";"juan carlos i";257000;0;2;0;"Muchas_plantas";4;126;"Segunda mano/para reformar";0;1;0;0;1;0;"juan carlos i";NA;934;4.36108949416342
"Piso en venta en calle Río Taibilla";"Juan de Borbón";256000;1;2;0;"Intermedios";3;175;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;960;4.5
"Piso en venta en calle Magallanes";"La Flota";170000;1;1;0;"Intermedios";3;100;"Segunda mano/buen estado";0;0;1;0;1;0;"la flota";NA;846;5.97176470588235
"Piso en venta en avenida Patricio Valverde Espín";"Juan Carlos I";310000;1;2;0;"Primero";3;117;"Segunda mano/para reformar";0;0;0;1;0;1;"juan carlos i";NA;791;3.06193548387097
"Piso en venta en calle Río Taibilla";"Juan de Borbón";249000;0;2;0;"Otro";2;166;"Segunda mano/buen estado";0;0;0;0;0;0;"juan de borbon";NA;910;4.3855421686747
"Piso en venta en Santa María de Gracia";"santa maría de gracia";136500;0;1;1;"Bajo";2;79;"Segunda mano/buen estado";0;0;0;0;1;1;"santa maria de gracia";NA;667;5.86373626373626
"Piso en venta en calle Río Taibilla";"Juan de Borbón";251000;0;2;0;"Otro";2;176;"Segunda mano/buen estado";0;0;0;0;0;0;"juan de borbon";NA;921;4.40318725099602
"Piso en venta en calle Río Taibilla";"Juan de Borbón";256000;0;2;0;"Otro";2;176;"Segunda mano/buen estado";0;0;0;0;0;0;"juan de borbon";NA;921;4.3171875
"Ático en venta en Vista Alegre";"vista alegre";375000;1;3;0;"Intermedios";4;250;"Segunda mano/buen estado";0;0;0;0;0;0;"vista alegre";NA;1162;3.7184
"Piso en venta en calle Arquitecto Emilio Perez Piñero";"Vista Alegre";220000;1;2;0;"Intermedios";3;112;"Segunda mano/buen estado";0;0;0;0;1;1;"vista alegre";NA;875;4.77272727272727
"Piso en venta en calle Río Taibilla";"Juan de Borbón";241000;0;2;0;"Otro";2;151;"Segunda mano/buen estado";0;0;0;0;0;0;"juan de borbon";NA;892;4.44149377593361
"Piso en venta en calle Río Taibilla";"Juan de Borbón";256000;1;2;1;"Otro";3;174;"Segunda mano/buen estado";0;0;0;0;0;1;"juan de borbon";NA;910;4.265625
"Ático en venta en avenida Francisco Jiménez Ruiz, 21";"Juan Carlos I";230000;1;1;1;"Ultimos_pisos";2;140;"Segunda mano/buen estado";1;1;0;1;1;1;"juan carlos i";NA;783;4.08521739130435
"Piso en venta en La Flota";"la flota";325000;1;2;1;"Intermedios";4;147;"Segunda mano/buen estado";1;1;0;1;0;1;"la flota";NA;912;3.36738461538462
"Piso en venta en calle Virgen de las Maravillas";"El Ranero-San Basilio";190000;1;2;0;"Intermedios";3;115;"Segunda mano/buen estado";0;1;1;0;0;0;"el ranero-san basilio";NA;906;5.72210526315789
"Piso en venta en Zona Juan de Borbón";"juan de borbón";245000;1;2;1;"Ultimos_pisos";3;116;"Segunda mano/buen estado";1;0;0;1;0;1;"juan de borbon";NA;868;4.25142857142857
"Piso en venta en La Flota";"la flota";245000;1;2;1;"Intermedios";3;102;"Segunda mano/buen estado";1;0;0;1;1;1;"la flota";NA;831;4.07020408163265
"Ático en venta en Zona Juan de Borbón";"juan de borbón";390000;1;3;1;"Ultimos_pisos";4;135;"Segunda mano/buen estado";1;1;0;1;0;1;"juan de borbon";NA;1003;3.08615384615385
"Piso en venta en Zona Juan de Borbón";"juan de borbón";162000;1;1;0;"Primero";2;60;"Segunda mano/buen estado";1;0;1;1;1;1;"juan de borbon";NA;727;5.38518518518519
"Piso en venta en La Flota";"la flota";242000;1;2;1;"Ultimos_pisos";3;103;"Segunda mano/buen estado";1;1;0;1;1;1;"la flota";NA;861;4.26942148760331
"Piso en venta en calle Torre de la Marquesa";"Santa María de Gracia";195000;1;1;0;"Ultimos_pisos";3;94;"Segunda mano/para reformar";1;0;1;0;1;0;"santa maria de gracia";NA;825;5.07692307692308
"Piso en venta en calle Corregidor Vicente Cano Altares";"La Flota";116000;0;2;1;"Primero";3;120;"Segunda mano/buen estado";0;0;0;1;0;0;"la flota";NA;834;8.62758620689655
"Piso en venta en plaza Emilio Díez de Revenga";"Santa María de Gracia";319900;1;2;0;"Ultimos_pisos";4;160;"Segunda mano/buen estado";1;0;1;0;1;1;"santa maria de gracia";NA;1065;3.99499843701157
"Piso en venta en Zona Juan de Borbón";"juan de borbón";185000;1;1;1;"Intermedios";2;85;"Segunda mano/buen estado";1;0;1;1;0;0;"juan de borbon";NA;726;4.70918918918919
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";249900;1;2;1;"Primero";4;126;"Segunda mano/buen estado";0;0;1;1;1;0;"el ranero-san basilio";NA;943;4.52821128451381
"Piso en venta en calle Cisne";"El Ranero-San Basilio";229000;1;2;1;"Primero";3;95;"Segunda mano/buen estado";0;1;0;1;0;0;"el ranero-san basilio";NA;798;4.18165938864629
"Piso en venta en La Flota";"la flota";290000;1;2;1;"Ultimos_pisos";4;134;"Segunda mano/buen estado";1;1;0;1;1;1;"la flota";NA;950;3.93103448275862
"Piso en venta en Vista Alegre";"vista alegre";350000;1;2;1;"Intermedios";3;110;"Segunda mano/buen estado";1;1;0;1;1;0;"vista alegre";NA;853;2.92457142857143
"Piso en venta en Zona Juan de Borbón";"juan de borbón";168500;1;1;1;"Primero";2;61;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;654;4.65756676557864
"Piso en venta en La Flota";"la flota";335000;1;2;1;"Intermedios";4;135;"Segunda mano/buen estado";1;0;1;1;0;1;"la flota";NA;938;3.36
"Estudio en venta en calle de la Palmera, 1";"El Ranero-San Basilio";197000;1;1;1;"Ultimos_pisos";0;60;"Segunda mano/buen estado";1;0;0;1;1;1;"el ranero-san basilio";NA;591;3.6
"Piso en venta en calle Miguel Vivancos, 2";"Juan de Borbón";335000;1;2;1;"Intermedios";4;103;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;886;3.17373134328358
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";140000;1;1;0;"Intermedios";3;96;"Segunda mano/buen estado";1;0;0;0;1;1;"el ranero-san basilio";NA;802;6.87428571428571
"Piso en venta en ronda de Levante, 15";"Vista Alegre";275000;1;2;1;"Intermedios";4;116;"Segunda mano/para reformar";0;0;1;0;0;1;"vista alegre";NA;841;3.66981818181818
"Piso en venta en Santa María de Gracia";"santa maría de gracia";225000;1;2;1;"Intermedios";4;130;"Segunda mano/buen estado";0;0;0;0;1;0;"santa maria de gracia";NA;927;4.944
